household_id,gender_id
1,Male
1,Female
1,Male
1,Female
1,Female
1,Male
1,Male
1,Female
2,Female
2,Male
2,Female
2,Male
2,Female
2,Female
2,Male
2,Male
2,Male
2,Female
3,Female
3,Male
3,Male
3,Female
3,Male
3,Male
3,Female
3,Female
4,Male
4,Female
4,Female
4,Male
4,Female
4,Female
4,Male
4,Male
4,Female
4,Male
4,Male
4,Female
4,Male
4,Female
4,Female
4,Female
4,Male
4,Female
4,Female
4,Male
4,Male
4,Male
5,Female
5,Male
5,Female
5,Male
5,Female
5,Male
5,Male
5,Male
5,Female
5,Male
5,Male
5,Female
5,Female
5,Female
5,Female
5,Male
5,Female
5,Male
6,Male
6,Female
6,Female
6,Male
6,Female
6,Female
6,Male
6,Male
6,Female
6,Male
6,Male
6,Female
7,Female
7,Male
7,Male
7,Female
7,Female
7,Male
7,Male
7,Female
7,Female
7,Male
8,Female
8,Female
8,Female
8,Female
9,Male
9,Female
9,Male
9,Female
9,Female
9,Female
9,Female
9,Female
9,Male
9,Male
9,Male
9,Male
10,Male
10,Female
10,Male
10,Female
10,Male
10,Male
10,Male
10,Male
10,Female
10,Male
10,Female
10,Female
10,Female
10,Female
10,Male
10,Female
11,Female
11,Male
11,Female
11,Male
11,Male
11,Female
12,Female
12,Male
12,Female
12,Male
12,Male
12,Male
12,Female
12,Male
12,Female
12,Male
12,Male
12,Female
12,Female
12,Female
13,Female
13,Male
13,Female
13,Male
13,Female
13,Male
13,Male
13,Male
13,Female
13,Female
13,Male
13,Male
13,Female
13,Female
14,Male
14,Female
14,Male
14,Female
14,Male
14,Female
14,Female
14,Male
14,Female
14,Male
15,Female
15,Male
15,Male
15,Female
16,Female
16,Male
16,Male
16,Female
16,Male
16,Female
16,Female
16,Male
17,Female
17,Male
17,Female
17,Male
17,Male
17,Female
17,Female
17,Male
17,Female
17,Female
17,Male
17,Male
17,Male
17,Female
17,Male
17,Female
17,Female
17,Male
18,Male
18,Female
18,Female
18,Male
19,Female
19,Male
19,Male
19,Female
19,Male
19,Female
20,Female
20,Female
20,Female
20,Female
21,Female
21,Male
21,Male
21,Female
21,Male
21,Male
21,Female
21,Female
22,Female
22,Male
22,Male
22,Female
22,Male
22,Female
22,Female
22,Male
23,Male
23,Female
23,Male
23,Female
23,Female
23,Female
23,Male
23,Male
23,Male
23,Male
23,Female
23,Female
23,Male
23,Female
24,Female
24,Male
24,Female
24,Male
24,Female
24,Male
24,Male
24,Female
25,Female
25,Male
25,Female
25,Male
25,Female
25,Female
25,Male
25,Male
26,Female
26,Female
26,Female
26,Female
26,Female
27,Female
27,Female
27,Female
27,Female
27,Female
27,Female
27,Female
28,Female
28,Male
28,Male
28,Female
29,Male
29,Female
29,Female
29,Male
29,Female
29,Male
30,Male
30,Female
30,Male
30,Female
30,Male
30,Female
30,Female
30,Male
30,Male
30,Male
30,Female
30,Female
30,Female
30,Male
31,Female
31,Male
31,Male
31,Female
31,Male
31,Female
31,Male
31,Female
31,Male
31,Female
32,Male
32,Female
32,Male
32,Female
32,Female
32,Male
32,Male
32,Female
32,Male
32,Female
33,Female
33,Male
33,Male
33,Female
33,Female
33,Female
33,Male
33,Female
33,Male
33,Female
33,Male
33,Male
34,Male
34,Female
34,Female
34,Male
34,Female
34,Male
35,Female
35,Male
35,Male
35,Male
35,Male
35,Female
35,Female
35,Female
35,Female
35,Male
36,Male
36,Female
36,Female
36,Male
36,Male
36,Male
36,Female
36,Female
36,Female
36,Male
37,Male
37,Female
37,Female
37,Male
37,Male
37,Female
37,Male
37,Male
37,Female
37,Female
37,Male
37,Female
38,Male
38,Female
38,Female
38,Male
38,Female
38,Female
38,Male
38,Male
39,Female
39,Male
39,Female
39,Male
39,Female
39,Male
39,Male
39,Female
39,Female
39,Male
40,Male
40,Female
40,Male
40,Female
40,Female
40,Male
40,Male
40,Female
40,Female
40,Male
40,Female
40,Male
41,Female
41,Male
41,Female
41,Male
41,Female
41,Male
41,Female
41,Male
42,Male
42,Female
42,Male
42,Female
43,Male
43,Female
43,Female
43,Male
43,Female
43,Male
43,Female
43,Male
43,Male
43,Female
43,Female
43,Male
43,Male
43,Female
43,Female
43,Male
44,Female
44,Female
44,Female
44,Female
44,Female
45,Female
45,Male
45,Male
45,Female
45,Female
45,Male
45,Female
45,Male
45,Female
45,Male
46,Female
46,Male
46,Male
46,Female
46,Female
46,Male
46,Male
46,Female
46,Female
46,Male
46,Female
46,Female
46,Male
46,Female
46,Male
46,Male
46,Male
46,Female
47,Male
47,Female
47,Female
47,Male
47,Female
47,Male
47,Male
47,Female
47,Male
47,Female
47,Female
47,Male
47,Male
47,Female
48,Male
48,Female
48,Male
48,Female
48,Male
48,Female
49,Male
49,Female
49,Male
49,Female
49,Male
49,Female
50,Female
50,Male
50,Male
50,Female
50,Male
50,Female
50,Female
50,Female
50,Male
50,Male
50,Female
50,Male
51,Female
51,Male
51,Female
51,Male
51,Female
51,Male
52,Female
52,Male
52,Male
52,Female
52,Female
52,Male
52,Female
52,Male
52,Female
52,Male
52,Female
52,Male
52,Female
52,Male
53,Female
53,Female
53,Female
53,Female
53,Female
54,Female
54,Male
54,Male
54,Female
54,Female
54,Female
54,Male
54,Male
54,Female
54,Male
55,Male
55,Female
55,Male
55,Female
55,Female
55,Male
55,Male
55,Female
56,Female
56,Male
56,Male
56,Female
56,Female
56,Male
56,Female
56,Male
57,Female
57,Male
57,Male
57,Female
57,Female
57,Male
57,Male
57,Male
57,Female
57,Female
57,Male
57,Female
58,Female
58,Male
58,Male
58,Female
58,Male
58,Male
58,Male
58,Female
58,Female
58,Female
58,Male
58,Female
59,Female
59,Male
59,Male
59,Female
59,Female
59,Female
59,Male
59,Male
59,Female
59,Female
59,Male
59,Male
59,Female
59,Male
59,Female
59,Male
59,Male
59,Female
59,Female
59,Male
60,Female
60,Male
60,Male
60,Female
60,Female
60,Male
61,Male
61,Female
61,Female
61,Female
61,Male
61,Male
61,Female
61,Female
61,Male
61,Male
61,Female
61,Female
61,Male
61,Male
61,Male
61,Female
61,Female
61,Male
62,Female
62,Male
62,Male
62,Female
62,Male
62,Female
62,Male
62,Female
63,Male
63,Female
63,Female
63,Male
63,Male
63,Female
63,Male
63,Female
63,Male
63,Female
63,Female
63,Male
63,Female
63,Female
63,Male
63,Female
63,Female
63,Male
63,Male
63,Male
63,Male
63,Female
63,Male
63,Male
63,Female
63,Female
63,Male
63,Female
64,Male
64,Female
64,Female
64,Male
64,Male
64,Female
64,Female
64,Male
65,Female
65,Male
65,Male
65,Female
65,Male
65,Male
65,Female
65,Female
65,Female
65,Male
66,Male
66,Female
66,Female
66,Male
66,Male
66,Male
66,Female
66,Female
66,Male
66,Male
66,Female
66,Male
66,Female
66,Female
67,Female
67,Female
67,Female
67,Female
68,Male
68,Female
68,Male
68,Female
68,Female
68,Male
68,Male
68,Female
69,Male
69,Female
69,Male
69,Female
69,Male
69,Male
69,Female
69,Female
70,Female
70,Male
70,Male
70,Female
70,Female
70,Female
70,Male
70,Female
70,Male
70,Male
71,Female
72,Female
72,Female
72,Female
72,Female
72,Female
72,Female
73,Female
73,Male
73,Female
73,Male
73,Male
73,Female
73,Female
73,Male
73,Female
73,Male
73,Male
73,Female
74,Female
74,Male
74,Male
74,Female
74,Male
74,Male
74,Female
74,Female
74,Male
74,Female
75,Female
75,Male
75,Male
75,Female
75,Female
75,Male
75,Female
75,Male
75,Female
75,Female
75,Male
75,Male
75,Female
75,Male
76,Female
76,Male
76,Male
76,Female
76,Female
76,Male
76,Female
76,Male
76,Female
76,Male
77,Female
77,Male
77,Male
77,Female
77,Female
77,Female
77,Male
77,Female
77,Male
77,Male
77,Female
77,Male
77,Female
77,Male
78,Male
78,Female
78,Male
78,Female
78,Male
78,Male
78,Female
78,Male
78,Male
78,Female
78,Female
78,Female
78,Male
78,Female
79,Female
79,Male
79,Male
79,Female
79,Female
79,Male
79,Male
79,Female
79,Male
79,Female
79,Female
79,Male
79,Male
79,Female
80,Male
80,Male
80,Male
81,Female
81,Male
81,Male
81,Female
81,Male
81,Male
81,Male
81,Female
81,Female
81,Female
82,Female
82,Male
82,Female
82,Male
82,Male
82,Male
82,Female
82,Male
82,Female
82,Female
82,Female
82,Male
82,Female
82,Male
82,Female
82,Male
82,Female
82,Male
83,Male
83,Female
83,Female
83,Male
83,Male
83,Female
84,Male
85,Male
85,Female
85,Female
85,Male
85,Female
85,Female
85,Female
85,Male
85,Female
85,Male
85,Male
85,Male
85,Male
85,Female
86,Male
86,Female
86,Female
86,Male
86,Female
86,Female
86,Male
86,Male
86,Female
86,Male
87,Male
87,Female
87,Female
87,Male
87,Female
87,Female
87,Male
87,Male
87,Male
87,Male
87,Female
87,Female
88,Female
88,Male
88,Female
88,Male
88,Female
88,Male
88,Male
88,Female
88,Male
88,Female
89,Female
89,Female
89,Female
89,Female
90,Male
90,Female
90,Male
90,Female
90,Female
90,Female
90,Male
90,Male
91,Female
91,Male
91,Male
91,Female
91,Female
91,Male
91,Male
91,Female
91,Female
91,Female
91,Male
91,Male
91,Female
91,Male
91,Male
91,Female
92,Female
92,Male
92,Male
92,Female
92,Male
92,Female
93,Female
93,Female
93,Female
93,Female
94,Male
94,Male
94,Male
95,Male
95,Female
95,Female
95,Male
95,Female
95,Male
95,Male
95,Female
95,Male
95,Female
96,Male
96,Female
96,Male
96,Female
96,Male
96,Female
96,Female
96,Male
96,Female
96,Male
97,Female
97,Male
97,Female
97,Male
98,Female
98,Male
98,Male
98,Female
98,Female
98,Female
98,Female
98,Male
98,Male
98,Male
98,Male
98,Female
98,Male
98,Female
98,Female
98,Male
99,Female
99,Male
99,Male
99,Female
99,Female
99,Female
99,Male
99,Male
99,Female
99,Male
99,Male
99,Female
100,Male
100,Female
100,Female
100,Male
100,Male
100,Female
100,Female
100,Female
100,Male
100,Male
101,Male
101,Female
101,Female
101,Male
101,Female
101,Male
101,Female
101,Male
101,Male
101,Female
102,Male
102,Female
102,Female
102,Male
102,Female
102,Male
102,Female
102,Male
102,Male
102,Female
103,Female
103,Female
103,Female
104,Female
104,Female
104,Female
104,Female
104,Female
105,Male
105,Female
105,Male
105,Female
105,Male
105,Male
105,Female
105,Female
105,Female
105,Male
105,Male
105,Female
106,Male
106,Female
106,Male
106,Female
106,Female
106,Male
106,Male
106,Male
106,Female
106,Male
106,Female
106,Female
107,Female
107,Male
107,Male
107,Female
107,Female
107,Female
107,Male
107,Male
107,Male
107,Female
107,Male
107,Female
107,Male
107,Male
107,Female
107,Male
107,Female
107,Female
107,Male
107,Female
107,Female
107,Male
108,Male
108,Female
108,Male
108,Female
108,Male
108,Male
108,Female
108,Female
108,Male
108,Female
108,Female
108,Male
108,Female
108,Male
109,Male
109,Female
109,Female
109,Male
109,Female
109,Female
109,Female
109,Male
109,Male
109,Male
109,Male
109,Female
110,Male
110,Female
110,Male
110,Female
110,Male
110,Male
110,Male
110,Female
110,Female
110,Female
111,Female
111,Male
111,Male
111,Female
111,Male
111,Male
111,Female
111,Female
111,Male
111,Female
112,Female
112,Male
112,Female
112,Male
112,Female
112,Male
112,Male
112,Female
112,Female
112,Male
113,Male
113,Female
113,Male
113,Female
113,Female
113,Female
113,Male
113,Male
114,Male
114,Female
114,Male
114,Female
114,Male
114,Female
115,Female
115,Female
115,Female
116,Female
116,Female
116,Female
116,Female
117,Male
117,Female
117,Female
117,Male
117,Male
117,Female
117,Female
117,Male
117,Male
117,Female
117,Female
117,Male
117,Male
117,Male
117,Male
117,Female
117,Female
117,Male
117,Female
117,Female
117,Female
117,Male
117,Male
117,Male
117,Female
117,Female
117,Male
117,Female
117,Male
117,Female
118,Female
118,Male
118,Male
118,Female
118,Male
118,Male
118,Male
118,Female
118,Female
118,Female
118,Female
118,Male
118,Female
118,Male
118,Male
118,Female
119,Female
119,Female
119,Female
120,Female
120,Male
120,Female
120,Male
120,Male
120,Female
120,Male
120,Female
120,Male
120,Female
121,Male
121,Female
121,Female
121,Male
121,Male
121,Female
121,Male
121,Female
121,Female
121,Male
121,Male
121,Female
122,Female
122,Female
122,Female
122,Female
122,Female
123,Female
123,Female
123,Female
123,Female
123,Female
123,Female
123,Female
123,Female
123,Female
123,Female
124,Male
124,Female
124,Female
124,Male
124,Male
124,Female
124,Male
124,Female
124,Male
124,Female
125,Male
125,Female
125,Female
125,Male
125,Male
125,Female
126,Female
126,Male
126,Male
126,Female
126,Male
126,Female
127,Female
127,Female
127,Female
127,Female
127,Female
128,Male
128,Female
128,Female
128,Male
128,Male
128,Female
128,Female
128,Female
128,Male
128,Male
128,Female
128,Male
129,Female
129,Male
129,Male
129,Female
129,Female
129,Male
129,Female
129,Male
129,Female
129,Male
130,Female
130,Male
130,Male
130,Female
130,Female
130,Female
130,Male
130,Female
130,Male
130,Male
130,Male
130,Female
130,Female
130,Male
130,Male
130,Female
131,Female
131,Male
131,Male
131,Female
132,Female
132,Male
132,Female
132,Male
132,Male
132,Male
132,Female
132,Male
132,Female
132,Female
133,Female
133,Male
133,Male
133,Female
133,Male
133,Female
133,Male
133,Female
133,Male
133,Female
133,Male
133,Female
134,Female
134,Male
134,Female
134,Male
134,Male
134,Female
134,Male
134,Female
134,Male
134,Female
134,Male
134,Female
135,Male
135,Female
135,Male
135,Female
135,Female
135,Female
135,Male
135,Male
136,Male
136,Female
136,Female
136,Male
136,Female
136,Male
137,Male
137,Female
137,Male
137,Female
138,Female
138,Male
138,Male
138,Female
138,Female
138,Male
138,Male
138,Male
138,Male
138,Female
138,Female
138,Female
138,Female
138,Male
139,Female
139,Male
139,Female
139,Male
139,Female
139,Male
139,Male
139,Male
139,Female
139,Female
140,Male
140,Female
140,Male
140,Female
140,Female
140,Male
140,Male
140,Male
140,Female
140,Female
140,Female
140,Male
140,Male
140,Female
141,Female
141,Female
141,Female
142,Male
143,Female
143,Female
143,Female
143,Female
143,Female
143,Female
144,Male
145,Female
145,Male
145,Female
145,Male
146,Female
146,Female
146,Female
147,Female
147,Female
147,Female
148,Female
148,Female
148,Female
148,Female
149,Female
149,Male
149,Female
149,Male
150,Female
150,Female
150,Female
151,Male
151,Female
151,Female
151,Male
151,Female
151,Male
151,Female
151,Male
151,Female
151,Male
152,Female
152,Male
152,Female
152,Male
152,Female
152,Female
152,Male
152,Female
152,Male
152,Male
152,Female
152,Male
152,Female
152,Male
153,Female
153,Male
153,Male
153,Female
153,Female
153,Male
153,Male
153,Female
154,Female
154,Male
154,Female
154,Male
154,Female
154,Male
154,Female
154,Female
154,Male
154,Male
154,Female
154,Male
155,Male
155,Female
155,Male
155,Female
155,Male
155,Male
155,Female
155,Female
155,Male
155,Female
155,Female
155,Male
156,Female
156,Male
156,Male
156,Female
156,Female
156,Male
157,Male
157,Female
157,Male
157,Female
157,Male
157,Female
157,Male
157,Female
157,Male
157,Female
158,Male
158,Female
158,Male
158,Female
158,Female
158,Female
158,Female
158,Male
158,Male
158,Male
159,Male
159,Female
159,Male
159,Female
160,Male
160,Female
160,Female
160,Male
160,Female
160,Male
160,Male
160,Female
160,Male
160,Female
161,Male
161,Female
161,Female
161,Male
161,Female
161,Male
161,Male
161,Female
161,Female
161,Male
161,Female
161,Male
162,Female
163,Female
163,Male
163,Female
163,Male
163,Male
163,Female
164,Female
164,Male
164,Female
164,Male
164,Male
164,Female
164,Male
164,Male
164,Male
164,Female
164,Female
164,Female
164,Male
164,Female
165,Male
165,Female
165,Female
165,Male
165,Female
165,Female
165,Male
165,Male
165,Female
165,Male
165,Male
165,Female
166,Male
166,Female
166,Male
166,Female
166,Male
166,Female
166,Male
166,Male
166,Female
166,Male
166,Male
166,Female
166,Male
166,Female
166,Female
166,Female
166,Female
166,Male
166,Male
166,Female
166,Female
166,Male
167,Female
167,Male
167,Male
167,Female
167,Male
167,Female
167,Male
167,Female
167,Female
167,Male
167,Male
167,Female
167,Female
167,Male
168,Female
168,Male
168,Female
168,Male
168,Male
168,Female
168,Male
168,Male
168,Female
168,Female
169,Male
169,Female
169,Female
169,Male
169,Female
169,Female
169,Male
169,Male
169,Male
169,Female
169,Female
169,Male
170,Female
170,Male
170,Male
170,Female
170,Female
170,Male
170,Female
170,Male
170,Male
170,Female
171,Male
171,Female
171,Female
171,Male
171,Male
171,Male
171,Male
171,Male
171,Female
171,Female
171,Male
171,Female
171,Female
171,Female
171,Male
171,Female
172,Female
172,Male
172,Male
172,Female
172,Male
172,Female
172,Male
172,Female
173,Female
173,Male
173,Female
173,Male
173,Female
173,Female
173,Female
173,Male
173,Male
173,Male
173,Male
173,Female
174,Male
174,Female
174,Female
174,Male
174,Female
174,Female
174,Male
174,Male
174,Female
174,Female
174,Male
174,Male
174,Male
174,Female
175,Female
175,Female
176,Female
176,Male
176,Male
176,Female
176,Male
176,Male
176,Female
176,Female
176,Female
176,Male
177,Female
177,Male
177,Male
177,Female
177,Female
177,Male
177,Male
177,Female
178,Female
178,Male
178,Female
178,Male
178,Male
178,Female
178,Female
178,Male
179,Male
179,Female
179,Female
179,Male
179,Male
179,Male
179,Female
179,Male
179,Female
179,Female
179,Female
179,Male
179,Male
179,Female
180,Female
180,Male
180,Male
180,Female
180,Female
180,Male
180,Female
180,Male
180,Female
180,Female
180,Male
180,Male
181,Male
181,Female
181,Male
181,Female
182,Female
182,Male
182,Female
182,Male
182,Male
182,Male
182,Female
182,Female
182,Male
182,Female
183,Female
183,Male
183,Female
183,Male
183,Female
183,Female
183,Male
183,Female
183,Male
183,Male
183,Male
183,Female
184,Male
184,Female
184,Female
184,Male
184,Male
184,Female
184,Male
184,Female
184,Male
184,Female
185,Female
185,Male
185,Female
185,Male
185,Female
185,Male
185,Male
185,Male
185,Female
185,Female
186,Female
186,Female
186,Female
187,Male
187,Female
187,Female
187,Male
188,Male
188,Female
188,Male
188,Female
188,Male
188,Male
188,Female
188,Female
188,Female
188,Male
189,Female
189,Male
189,Male
189,Female
189,Male
189,Female
190,Male
190,Female
190,Male
190,Female
191,Female
191,Male
191,Male
191,Female
191,Male
191,Female
192,Male
192,Female
192,Male
192,Female
192,Female
192,Male
192,Female
192,Male
192,Male
192,Female
192,Female
192,Female
192,Male
192,Male
193,Male
193,Female
193,Female
193,Male
193,Male
193,Female
193,Male
193,Male
193,Female
193,Female
193,Female
193,Female
193,Male
193,Male
193,Female
193,Female
193,Female
193,Male
193,Male
193,Male
194,Female
194,Male
194,Female
194,Male
194,Female
194,Male
194,Female
194,Male
194,Female
194,Male
194,Male
194,Female
195,Female
195,Male
195,Female
195,Male
195,Female
195,Female
195,Male
195,Male
196,Male
196,Female
196,Female
196,Male
196,Female
196,Female
196,Male
196,Female
196,Male
196,Male
196,Male
196,Female
197,Male
197,Female
197,Female
197,Male
198,Female
199,Male
199,Female
199,Female
199,Male
199,Female
199,Male
199,Male
199,Male
199,Female
199,Male
199,Female
199,Female
200,Female
200,Female
200,Female
200,Female
200,Female
201,Male
201,Female
201,Male
201,Female
201,Male
201,Female
201,Male
201,Female
202,Male
202,Female
202,Female
202,Male
202,Female
202,Male
203,Male
203,Female
203,Female
203,Male
203,Female
203,Female
203,Male
203,Female
203,Female
203,Male
203,Male
203,Male
204,Male
204,Female
204,Male
204,Female
204,Male
204,Male
204,Female
204,Female
204,Female
204,Male
205,Male
205,Male
205,Male
206,Female
206,Male
206,Female
206,Male
206,Female
206,Male
206,Female
206,Male
207,Female
207,Male
207,Male
207,Female
207,Female
207,Male
207,Male
207,Male
207,Female
207,Female
207,Female
207,Male
207,Male
207,Female
207,Male
207,Female
207,Male
207,Female
207,Male
207,Female
207,Female
207,Male
207,Female
207,Male
207,Male
207,Female
208,Female
208,Male
